原 id,id,type,question,option_1,option_2,option_3,answer,media_file,解析
536,m_txt_454,choice_text,機車於路口等候時，號誌轉為紅燈後始跨越停止線進行迴轉，關於此行為之違規認定，下列敘述何者正確？,紅燈時車身跨越停止線即構成闖紅燈，不因後續迴轉或轉向動作而改變認定,迴轉係掉頭返回原道路，未實際穿越路口進入對向，應依違規迴轉處罰而非闖紅燈,若該路口設有禁止迴轉標誌，則以違反標誌指示處罰；未設禁止標誌者，不構成違規,1,,紅燈時車身超越停止線即構成闖紅燈，後續無論是迴轉或轉向，其違規行為本質不變
537,m_txt_455,choice_text,下列行為何者不屬於闖紅燈行為？,車輛面對紅燈亮起後，車身仍超越停止線並足以妨害其他方向人、車通行,車輛於紅燈亮起前通過停止線，但因對向來車眾多，而於各行向號誌為紅燈時才轉至銜接路段,車輛面對紅燈亮起後，超越停止線迴轉至銜接路段,2,,紅燈亮起前已通過停止線，即便因交通狀況滯留路口，不屬於闖紅燈行為
538,m_txt_456,choice_text,機車於號誌燈號變換之際，因未能依號誌指示及時停止，致前輪伸越停止線，但車身主體仍在停止線後，關於此情形之違規認定，下列敘述何者正確？,僅前輪越線而車身主體未超越停止線，視為不遵守標線指示,紅燈時車輛任何部分超越停止線即構成闖紅燈，與越線程度無關,駕駛人已及時煞停且未繼續前行，顯示有遵守號誌之意，不構成任何違規,1,,前輪越過停止線但車身主體未超越，視為不遵守標線指示，而非闖紅燈
539,m_txt_457,choice_text,車輛面對號誌為綠燈時，前行或轉彎之車道交通擁塞而逕行駛入交岔路口內，於號誌轉換後未能通過，致妨礙其他車輛通行，關於此行為之違規認定，下列敘述何者正確？,沒有違規,闖紅燈,進入路口時號誌為綠燈，不構成闖紅燈，但仍會因妨礙其他車輛通行，而被處以罰鍰,3,,綠燈進入路口遇壅塞而阻礙交通，不構成闖紅燈，但會因妨礙通行而受罰
540,m_txt_458,choice_text,車輛於紅燈亮起前通過停止線，僅因橫向車流阻隔或因路口範圍甚大等，而於紅燈後仍停等於路口範圍，並俟他向車流減少或空隙之時，逕予穿越路口至銜接路段，應如何認定？,闖紅燈,屬於特殊情況，不視為闖紅燈,視為不遵守標線指示,2,,紅燈亮起前已通過停止線，因特殊狀況滯留路口並等待通過，不視為闖紅燈
541,m_txt_459,choice_text,機車駕駛人面對紅燈亮起後，仍超越停止線，並足以妨害其他方向車輛或行人通行時，應如何認定？,不視為闖紅燈,闖紅燈,僅處罰鍰，不記點,2,,紅燈亮起後超越停止線並妨害其他用路人通行，明確構成闖紅燈
542,m_txt_460,choice_text,關於平面交叉路口範圍之界定，下列敘述，何者正確？,路口範圍一律以各方向道路停止線相互連接之區域為準,路口範圍以交通號誌或標誌所涵蓋之管制區域為界定標準,劃有停止線者，自停止線劃設後所涵蓋之路面;未劃停止線者，以道路或人行道邊緣虛擬連接線以外 5 公尺劃設後所涵蓋之路面,3,,路口範圍界定：劃有停止線者，為停止線後方路面；未劃設者，以道路或人行道邊緣虛擬連接線以外 5 公尺後之範圍
543,m_txt_461,choice_text,機車行經無號誌之交岔路口，行車速度應該如何？,加速通過,減速慢行,維持原速,2,,行經無號誌交岔路口，應減速慢行，以確保行車安全並觀察路況
544,m_txt_462,choice_text,行近交叉路口前，見到遠方行車管制號誌燈已轉為黃燈，且尚未通過停止線，機車駕駛人應如何行駛？,為趕時間可以加速繼續行駛，以免浪費時間空等紅燈,應維持原速通過路口，以免影響後方車流,應適當減速慢行，並於停止線前等候紅燈,3,,行近路口見黃燈且未過停止線，應減速並在停止線前等候紅燈
545,m_txt_463,choice_text,駕駛人為了趕時間而闖紅燈，如遭當場舉發者，依法將處罰？,僅處罰鍰,應處罰鍰，並上道安講習 3 小時,應處罰鍰，並記違規點數 3 點,3,,駕駛人闖紅燈被舉發，依法將處罰鍰，並記違規點數 3 點
546,m_txt_464,choice_text,機車駕駛人行經有燈光號誌管制之交叉路口，搶快闖紅燈者，依規定將處罰多少金額之罰鍰？,"處新臺幣 1,800～5,400 元罰鍰","處新臺幣 1,200～3,600 元罰鍰","處新臺幣 900～1,800 元罰鍰",1,,"機車駕駛人闖紅燈，依規定處新臺幣 1,800 元至 5,400 元罰鍰"
547,m_txt_465,choice_text,駕駛人行經有燈光號誌管制之交叉路口，紅燈右轉者？,"處新臺幣 600～1,800 元罰鍰","處新臺幣 1,200～2,400 元罰鍰","處新臺幣 1,200～1,800 元罰鍰",1,,"駕駛人紅燈右轉，依法處新臺幣 600 元至 1,800 元罰鍰"
548,m_txt_466,choice_text,兩輛機車從不同方向，同時抵達一個未設有任何交通號誌或停（讓）標誌（線）且進入路口行向車道數相同的交叉路口，若兩車皆為直行，關於通行的優先權，下列何者正確？,右方車應讓左方車輛優先通行,左方車應讓右方車輛優先通行,應由車速較快的車輛優先通行,2,,無號誌路口，若無其他標誌標線，左方車輛應禮讓右方車輛優先通行
549,m_txt_467,choice_text,機車駕駛人行經設有行人穿越道的路口時，若看到行人正在穿越道路，下列哪項處置方式是正確的？,只要保持足夠距離，從行人前後空隙緩慢通過,靠近行人，按鳴喇叭示意行人加速通過,停車，讓行人優先通過,3,,行經行人穿越道，若有行人正在穿越，機車駕駛人應停車禮讓行人優先通過
550,m_txt_468,choice_text,機車行駛至交叉路口，遇綠燈時應如何通過路口？,綠燈時有絕對路權，可加速通過,放慢車速，小心通過,綠燈時有絕對路權，可保持原速通過,2,,遇綠燈時應放慢車速，小心通過路口，確保安全，不可加速搶行
551,m_txt_469,choice_text,機車行駛至交叉路口時，關於安全通過之方式，下列敘述何者正確？,號誌為綠燈時即可直接通過，無須再行觀察路口動態,應注意前方及兩側動態路況，並依號誌、標誌、標線指示行駛,跟隨前車行進並保持安全距離，即可安全通過路口,2,,通過路口應注意前方及兩側動態路況，並依號誌、標誌、標線指示行駛
552,m_txt_470,choice_text,機車行駛至劃設有「機慢車停等區」之交叉路口遇紅燈時，關於停車位置，下列敘述何者正確？,機慢車停等區與左轉待轉區均為機車專用，可視當時空間擇一停入,應依標線指示停於機慢車停等區內或停止線後，不得停入左轉待轉區,若待轉區有空間，可直接進入，以縮短等候時間,2,,遇紅燈，機車應依標線指示停於機慢車停等區內或停止線後，不得停入左轉待轉區
553,m_txt_471,choice_text,機車行經行人穿越道時，遇行人違規闖紅燈穿越，關於駕駛人之處置方式，下列敘述何者正確？,行人違規在先，駕駛人依號誌行駛具有路權，按鳴喇叭警示後得逕行通過,行人違規時駕駛人雖應減速，但若發生碰撞，肇事責任歸屬於違規之行人,行人違規要受罰，駕駛人仍應注意停讓行人先行通過,3,,即使行人違規闖紅燈，駕駛人仍應注意並停讓行人先行通過，以避免事故
554,m_txt_472,choice_text,車輛行至無號誌之圓環路口時，關於通行優先順序，下列敘述何者正確？,應依「左方車讓右方車先行」原則，右側欲進入圓環之車輛優先,應讓已在圓環內行駛之車輛先行，再依序駛入,由較寬或車流量較大道路駛來之車輛，優先進入圓環,2,,行至無號誌圓環路口，應讓已在圓環內行駛的車輛先行，再依序駛入
555,m_txt_473,choice_text,行車遇閃光紅燈號誌時，關於其交通意義及駕駛人應有之行為，下列敘述何者正確？,閃光紅燈表示警告，車輛應減速接近，注意安全後通過,閃光紅燈視同「停車再開」，車輛應先停車，確認安全後方可通行,閃光紅燈表示前方為次要道路，確認幹道無來車後即可通過,2,,閃光紅燈視同「停車再開」標誌，車輛應先完全停車，確認安全後方可通行
556,m_txt_474,choice_text,機車行駛至交叉路口遇綠燈亮起時，關於通過路口之方式，下列敘述何者較為正確？,綠燈表示允許通行，確認前方無車輛阻擋後即可直接通過,綠燈時行人依規定不得穿越，故駕駛人可依號誌指示正常通過,綠燈時仍應注意路口動態，如有行人穿越應讓其先行,3,,綠燈時仍應注意路口動態，如有行人穿越道路，駕駛人應禮讓行人先行通過
557,m_txt_475,choice_text,在交叉路口，交通指揮人員之指揮手勢與燈光號誌同時存在且不一致時，應依何者為準？,燈光號誌,交通標誌或標線,交通指揮人員之指揮,3,,交通指揮人員的指揮手勢優先於燈光號誌、標誌或標線，應以其指揮為準
558,m_txt_476,choice_text,機車駕駛人行至號誌化路口時，見紅燈亮起，應於何處停車？,應於行人穿越道線前停車,不得超越停止線或進入路口,應於路口中央等待,2,,見紅燈亮起，機車駕駛人應於停止線前停車，不得超越停止線或進入路口
559,m_txt_477,choice_text,機車行近未設行車管制號誌之行人穿越道時，關於駕駛人應有之行為，下列敘述何者正確？,目視確認穿越道上無行人時，得維持原速通過,無論穿越道上有無行人，均應減速慢行接近,行人尚未踏入穿越道前，車輛具有優先通行權,2,,行近未設號誌之行人穿越道，無論有無行人，均應減速慢行，並隨時準備停車
560,m_txt_478,choice_text,汽車轉彎時，軸距愈長則內外輪差也愈大，也就是所需路面的寬度也,愈小,愈大,不變,2,,汽車軸距愈長，轉彎時的內外輪差愈大，所需路面寬度也愈大
561,m_txt_479,choice_text,執行任務完畢的消防車、救護車、警備車其行車速度應,不受限制,每小時 50 公里,依道路速限規定行駛,3,,執行任務完畢的特種車輛，其行車速度應依一般道路速限規定行駛
562,m_txt_480,choice_text,車輛內輪差觀念，下列何者不正確？,小客車沒有內輪差,軸距愈長車輛內輪差愈大,聯結車、砂石車等大型車，轉彎時會出現較大之內輪差,1,,小客車也有內輪差，只是相對較小所有車輛轉彎時都會產生內輪差
563,m_txt_481,choice_text,在轉彎處發生車禍的原因，常是駕駛人,疏忽視野死角,疏忽大型車輛內輪差,以上皆是,3,,轉彎處發生車禍常見原因為駕駛人疏忽視野死角及大型車輛內輪差
565,m_txt_482,choice_text,關於闖紅燈之違規認定標準，下列敘述何者正確？,車輛面對號誌非為紅燈時超越停止線，惟於紅燈亮起後仍停等於路口範圍內,車輛面對圓形紅燈，以牽引(騎乘)方式至其他非為紅燈號誌行向之道路後繼續騎乘,車輛於紅燈亮起後，前輪超越停止線，惟未妨害橫向人車通行,2,,面對圓形紅燈，以牽引或騎乘方式至其他非紅燈號誌行向的道路後繼續騎乘，仍屬闖紅燈
566,m_txt_483,choice_text,機車在道路行駛時，發現有大型車跟在後方時，應怎麼做較為適當？,加速，保持車距,靠右減速行駛或適當禮讓，讓大型車超車,立刻停車,2,,機車應靠右減速行駛或適當禮讓大型車超車，避免進入大型車的視野死角
567,m_txt_484,choice_text,機車行駛在大型車輛旁，應如何駕駛？,應緊貼大型車輛，保持並行,應避免與大型車輛並行，並保持足夠間隔,因車體較小，可於大小車兩側並行行駛,2,,大型車輛旁有視野死角及內輪差，應避免與其並行，並保持足夠間隔
568,m_txt_485,choice_text,下列關於執行緊急任務的特種車輛行車速度限制，何者敘述正確？,所有執行緊急任務的特種車輛，其行車速度仍必須完全遵守一般道路速限,執行任務中的消防車、救護車、警備車及毒性化學物質災害事故應變車等，其行車速度不受一般規定限制,執行任務中的警備車及工程救險車雖可略微超速，但仍需比照高速公路最高速限行駛,2,,執行緊急任務的消防車、救護車、警備車等特種車輛，行車速度不受一般規定限制
